run_accession,bioproject_accession,biosample_accession,sample_accession,total_bases,total_spots,published,platform,instrument_model,library_strategy,library_source,organism,center_name,organization_name,institution,geo_loc_name,file_size_mb,source,published_dt,year,is_saudi_submitter,is_pathogen,is_wgs,is_genomic,is_complete_genome
ERR14294221,PRJEB79567,SAMEA117660157,ERX13695319,483135899.0,132000.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294222,PRJEB79567,SAMEA117660149,ERX13695320,477517819.0,132000.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294223,PRJEB79567,SAMEA117660125,ERX13695321,732140444.0,238193.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294224,PRJEB79567,SAMEA117660156,ERX13695322,763119346.0,232165.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294228,PRJEB79567,SAMEA117660124,ERX13695326,730151590.0,190488.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294229,PRJEB79567,SAMEA117660158,ERX13695327,779526839.0,208215.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294230,PRJEB79567,SAMEA117660121,ERX13695328,467084802.0,88000.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294232,PRJEB79567,SAMEA117660120,ERX13695330,486239316.0,95276.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14294233,PRJEB79567,SAMEA117660154,ERX13695331,475371195.0,88000.0,2025-02-07,OXFORD_NANOPORE,PromethION,WGS,GENOMIC,Salmonella enterica subsp. enterica serovar Enteritidis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-02-07,2025,True,True,True,True,True
ERR14204607,PRJEB84024,SAMEA117620691,ERX13607079,728999882.0,2904382.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR1418424,PRJEB14112,SAMEA3995934,ERX1489207,1804658.0,3877.0,2016-07-20,LS454,454 GS FLX Titanium,AMPLICON,METAGENOMIC,Rhazya stricta,UNIVERSITY OF ESSEX,UNIVERSITY OF ESSEX,UNIVERSITY OF ESSEX,Saudi Arabia,,ENA,2016-07-20,2016,False,False,False,False,False
ERR14204605,PRJEB84024,SAMEA117620689,ERX13607077,548333094.0,2184594.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204598,PRJEB84024,SAMEA117620682,ERX13607070,1454754334.0,5795834.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204541,PRJEB84024,SAMEA117620625,ERX13607013,3459784.0,13784.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,blank sample,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204546,PRJEB84024,SAMEA117620630,ERX13607018,366430884.0,1459884.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204549,PRJEB84024,SAMEA117620633,ERX13607021,420465160.0,1675160.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204550,PRJEB84024,SAMEA117620634,ERX13607022,1396799438.0,5564938.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204552,PRJEB84024,SAMEA117620636,ERX13607024,454837100.0,1812100.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204560,PRJEB84024,SAMEA117620644,ERX13607032,597680698.0,2381198.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204561,PRJEB84024,SAMEA117620645,ERX13607033,957669918.0,3815418.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204566,PRJEB84024,SAMEA117620650,ERX13607038,459049884.0,1828884.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204567,PRJEB84024,SAMEA117620651,ERX13607039,518889790.0,2067290.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204570,PRJEB84024,SAMEA117620654,ERX13607042,2701093328.0,10761328.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204571,PRJEB84024,SAMEA117620655,ERX13607043,419130844.0,1669844.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204574,PRJEB84024,SAMEA117620658,ERX13607046,534434220.0,2129220.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204577,PRJEB84024,SAMEA117620661,ERX13607049,536334792.0,2136792.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204582,PRJEB84024,SAMEA117620666,ERX13607054,428246662.0,1706162.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204588,PRJEB84024,SAMEA117620672,ERX13607060,404806274.0,1612774.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204594,PRJEB84024,SAMEA117620678,ERX13607066,345290660.0,1375660.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204595,PRJEB84024,SAMEA117620679,ERX13607067,1530901208.0,6099208.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14204599,PRJEB84024,SAMEA117620683,ERX13607071,1371491610.0,5464110.0,2025-12-25,ILLUMINA,Illumina NovaSeq 6000,AMPLICON,METAGENOMIC,seawater metagenome,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-12-25,2025,True,False,False,False,False
ERR14161475,PRJEB84127,SAMEA117585097,ERX13564004,1219632000.0,8130880.0,2025-01-20,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Pseudomonas aeruginosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-01-20,2025,True,True,True,True,True
ERR14161473,PRJEB84127,SAMEA117585117,ERX13564002,1219020600.0,8126804.0,2025-01-20,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Pseudomonas aeruginosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-01-20,2025,True,True,True,True,True
ERR14161470,PRJEB84127,SAMEA117585091,ERX13563999,1217405400.0,8116036.0,2025-01-20,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Pseudomonas aeruginosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,,ENA,2025-01-20,2025,True,True,True,True,True
ERR14083809,PRJEB81486,SAMEA117510881,ERX13486635,1005216060.0,6657060.0,2025-08-12,ILLUMINA,Illumina MiniSeq,Targeted-Capture,GENOMIC,Chalinula aff. milnei GW34172,"Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen",Saudi Arabia,,ENA,2025-08-12,2025,False,False,False,True,False
ERR1410268,PRJEB13962,SAMEA3982560,ERX1481507,27906271.0,100000.0,2018-05-09,ION_TORRENT,Ion Torrent Proton,WGS,GENOMIC,metagenome,yaser,yaser,yaser,Saudi Arabia,,ENA,2018-05-09,2018,False,False,True,True,False
ERR14109434,PRJEB28849,SAMEA117566405,ERX13511931,285841188.0,1892988.0,2025-01-08,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,Streptococcus equi subsp. zooepidemicus,Wellcome Sanger Institute;SC,Wellcome Sanger Institute;SC,Wellcome Sanger Institute;SC,Saudi Arabia,,ENA,2025-01-08,2025,False,False,True,True,True
ERR14122512,PRJEB84203,SAMEA117586179,ERX13525172,871769188.0,2969626.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14122515,PRJEB84203,SAMEA117586182,ERX13525175,953626535.0,3297332.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14122517,PRJEB84203,SAMEA117586184,ERX13525177,958802776.0,3281090.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14122522,PRJEB84203,SAMEA117586189,ERX13525182,1017091204.0,4640720.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14122523,PRJEB84203,SAMEA117586190,ERX13525183,847110953.0,3901722.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14122532,PRJEB84203,SAMEA117586199,ERX13525192,750897726.0,3414630.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14122533,PRJEB84203,SAMEA117586200,ERX13525193,867948085.0,4006904.0,2025-01-13,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,Candidozyma auris,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-13,2025,True,False,True,True,True
ERR14129321,PRJEB84064,SAMEA117579337,ERX13531987,18389864482.0,121787182.0,2025-03-31,ILLUMINA,Illumina NovaSeq 6000,WGS,METAGENOMIC,wastewater metagenome,Centre for Genomic Epidemiology;National Food Institute;Technical University of Denmark (DTU);Denmark;DTU-GE,Centre for Genomic Epidemiology;National Food Institute;Technical University of Denmark (DTU);Denmark;DTU-GE,Centre for Genomic Epidemiology;National Food Institute;Technical University of Denmark (DTU);Denmark;DTU-GE,Saudi Arabia,,ENA,2025-03-31,2025,False,False,True,False,False
ERR14151967,PRJEB36683,SAMEA117609126,ERX13554605,1211040600.0,8073604.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152065,PRJEB36683,SAMEA117609162,ERX13554703,1203442500.0,8022950.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152068,PRJEB36683,SAMEA117609186,ERX13554706,1200893100.0,8005954.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152074,PRJEB36683,SAMEA117609177,ERX13554712,1210776900.0,8071846.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152083,PRJEB36683,SAMEA117609164,ERX13554721,1222101600.0,8147344.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152084,PRJEB36683,SAMEA117609159,ERX13554722,1225803000.0,8172020.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14083790,PRJEB81486,SAMEA117510921,ERX13486616,1152411600.0,7682744.0,2025-08-12,ILLUMINA,Illumina NovaSeq X,Targeted-Capture,GENOMIC,Petrosia sp. GW34179,"Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen",Saudi Arabia,,ENA,2025-08-12,2025,False,False,False,True,False
ERR14152085,PRJEB36683,SAMEA117609160,ERX13554723,1233885000.0,8225900.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14083776,PRJEB81486,SAMEA117510909,ERX13486602,832076100.0,5547174.0,2025-08-12,ILLUMINA,Illumina NovaSeq X,Targeted-Capture,GENOMIC,Haliclona sp. GW34178,"Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen",Saudi Arabia,,ENA,2025-08-12,2025,False,False,False,True,False
ERR14083743,PRJEB81486,SAMEA117510868,ERX13486569,706159800.0,4707732.0,2025-08-12,ILLUMINA,Illumina NovaSeq X,Targeted-Capture,GENOMIC,Amphimedon sp. GW34176,"Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen",Saudi Arabia,,ENA,2025-08-12,2025,False,False,False,True,False
ERR14057572,PRJEB77573,SAMEA115833796,ERX13460576,10935212560.0,73659741.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14057575,PRJEB77573,SAMEA115833795,ERX13460579,12723568110.0,85496882.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14060780,PRJEB77573,SAMEA115833790,ERX13463783,14996308884.0,101274976.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14060807,PRJEB77573,SAMEA115833789,ERX13463810,14508454860.0,97620839.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14064008,PRJEB77573,SAMEA115833786,ERX13467130,15378400233.0,103278181.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14064010,PRJEB77573,SAMEA115833785,ERX13467132,15353998895.0,103071466.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14064530,PRJEB59751,SAMEA114860374,ERX13467652,302000000.0,2000000.0,2025-02-11,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,Staphylococcus aureus,Computational Bioscience Research Center,Computational Bioscience Research Center,Computational Bioscience Research Center,Saudi Arabia,,ENA,2025-02-11,2025,False,True,True,True,True
ERR14064531,PRJEB59751,SAMEA114860393,ERX13467653,302000000.0,2000000.0,2025-02-11,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,Staphylococcus aureus,Computational Bioscience Research Center,Computational Bioscience Research Center,Computational Bioscience Research Center,Saudi Arabia,,ENA,2025-02-11,2025,False,True,True,True,True
ERR14064532,PRJEB59751,SAMEA114860448,ERX13467654,302000000.0,2000000.0,2025-02-11,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,Staphylococcus aureus,Computational Bioscience Research Center,Computational Bioscience Research Center,Computational Bioscience Research Center,Saudi Arabia,,ENA,2025-02-11,2025,False,True,True,True,True
ERR14064534,PRJEB59751,SAMEA114860597,ERX13467656,302000000.0,2000000.0,2025-02-11,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,Staphylococcus aureus,Computational Bioscience Research Center,Computational Bioscience Research Center,Computational Bioscience Research Center,Saudi Arabia,,ENA,2025-02-11,2025,False,True,True,True,True
ERR14064535,PRJEB59751,SAMEA114860598,ERX13467657,302000000.0,2000000.0,2025-02-11,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,Staphylococcus aureus,Computational Bioscience Research Center,Computational Bioscience Research Center,Computational Bioscience Research Center,Saudi Arabia,,ENA,2025-02-11,2025,False,True,True,True,True
ERR14066832,PRJEB77573,SAMEA115833784,ERX13469954,12058936770.0,80961887.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14066834,PRJEB77573,SAMEA115833783,ERX13469956,15092216745.0,101303283.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14066837,PRJEB77573,SAMEA115833782,ERX13469959,12525898351.0,84088036.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14066841,PRJEB77573,SAMEA115833780,ERX13469963,10522212997.0,70752437.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14080553,PRJEB77573,SAMEA115833778,ERX13483379,11085909477.0,74349597.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14080554,PRJEB77573,SAMEA115833778,ERX13483380,11077667094.0,74349597.0,2025-01-01,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,Gallus gallus gallus,University of Nottingham;UoN,University of Nottingham;UoN,University of Nottingham;UoN,Saudi Arabia,,ENA,2025-01-01,2025,False,False,True,True,True
ERR14083755,PRJEB81486,SAMEA117510882,ERX13486581,421615800.0,2810772.0,2025-08-12,ILLUMINA,Illumina NovaSeq X,Targeted-Capture,GENOMIC,Chalinula sp. GW34173,"Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen","Department of Earth and Environmental Sciences, LMU Muenchen",Saudi Arabia,,ENA,2025-08-12,2025,False,False,False,True,False
ERR14152087,PRJEB36683,SAMEA117609145,ERX13554725,1203463200.0,8023088.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152090,PRJEB36683,SAMEA117609148,ERX13554728,1207779300.0,8051862.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152092,PRJEB36683,SAMEA117609172,ERX13554730,1240621500.0,8270810.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152197,PRJEB36683,SAMEA117609205,ERX13554835,1231049700.0,8206998.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152205,PRJEB36683,SAMEA117609223,ERX13554843,1222356300.0,8149042.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
ERR14152206,PRJEB36683,SAMEA117609248,ERX13554844,1239615000.0,8264100.0,2025-01-19,DNBSEQ,DNBSEQ-G400,WGS,GENOMIC,Klebsiella pneumoniae 11227-1,King Abdullah University of Science and Technology;KAUST,King Abdullah University of Science and Technology;KAUST,KAUST,Saudi Arabia,,ENA,2025-01-19,2025,True,True,True,True,True
