run_accession,bioproject_accession,biosample_accession,sample_accession,total_bases,total_spots,published,platform,instrument_model,library_strategy,library_source,organism,center_name,organization_name,institution,geo_loc_name,file_size_mb,source,published_dt,year,is_saudi_submitter,is_pathogen,is_wgs,is_genomic,is_complete_genome
SRR40087749,PRJNA1502585,SAMN62283915,SRS30283858,10010788694.0,34348412.0,2026-08-09 09:37:52,ILLUMINA,Illumina NovaSeq 6000,RNA-Seq,METATRANSCRIPTOMIC,activated sludge metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Thuwal,3867.912757873535,NCBI,2026-08-09 09:37:52,2026,True,False,False,False,False
SRR17393405,PRJNA755949,SAMN20846936,SRS10459727,6053707780.0,20045390.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2311.487260818481,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393404,PRJNA755949,SAMN20846936,SRS10459727,5835601870.0,19323185.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2256.509196281433,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393403,PRJNA755949,SAMN20846936,SRS10459727,6033580990.0,19978745.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2310.286784172058,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393402,PRJNA755949,SAMN20846936,SRS10459727,6617339138.0,21911719.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2517.6121253967285,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393401,PRJNA755949,SAMN20846936,SRS10459727,4956237666.0,16411383.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,1997.960431098938,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393400,PRJNA755949,SAMN20846936,SRS10459727,6201065660.0,20533330.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2495.2333574295044,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393399,PRJNA755949,SAMN20846936,SRS10459727,6545238752.0,21672976.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2625.013953208924,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393398,PRJNA755949,SAMN20846936,SRS10459727,5313400080.0,17594040.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2117.5609283447266,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393397,PRJNA755949,SAMN20846936,SRS10459727,5557562550.0,18402525.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2233.9255418777466,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393396,PRJNA755949,SAMN20846936,SRS10459727,5461344746.0,18083923.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2205.069229125977,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393395,PRJNA755949,SAMN20846936,SRS10459727,6792298610.0,22491055.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2594.8038082122803,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393394,PRJNA755949,SAMN20846936,SRS10459727,5868154450.0,19430975.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2284.763075828552,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
DRR203162,PRJDB8991,SAMD00199651,DRS215575,522390600.0,1741302.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,203.005708694458,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203163,PRJDB8991,SAMD00199652,DRS215576,568525200.0,1895084.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,218.46970748901367,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203164,PRJDB8991,SAMD00199653,DRS215577,666857100.0,2222857.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Alphaproteobacteria bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,249.3957319259644,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203165,PRJDB8991,SAMD00199654,DRS215578,590136000.0,1967120.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Halieaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,224.91494941711423,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203166,PRJDB8991,SAMD00199655,DRS215579,570466800.0,1901556.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,215.5932960510254,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203167,PRJDB8991,SAMD00199656,DRS215580,545597100.0,1818657.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,208.4199457168579,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203168,PRJDB8991,SAMD00199657,DRS215581,537718200.0,1792394.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,202.1956787109375,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203169,PRJDB8991,SAMD00199658,DRS215582,466553100.0,1555177.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Alphaproteobacteria bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,175.07274055480957,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203170,PRJDB8991,SAMD00199659,DRS215583,279288000.0,930960.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,103.7850103378296,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203171,PRJDB8991,SAMD00199660,DRS215584,459134100.0,1530447.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Alphaproteobacteria bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,171.5454454421997,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203172,PRJDB8991,SAMD00199661,DRS215585,721700700.0,2405669.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,265.6273536682129,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
SRR17393406,PRJNA755949,SAMN20846936,SRS10459727,6197829730.0,20522615.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2367.2551670074463,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
DRR203173,PRJDB8991,SAMD00199662,DRS215586,454164000.0,1513880.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Prochloraceae cyanobacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,171.69398593902588,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
SRR17393407,PRJNA755949,SAMN20846936,SRS10459727,5536382686.0,18332393.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2139.546148300171,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393409,PRJNA755949,SAMN20846936,SRS10459727,6393510932.0,21170566.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2466.1526794433594,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17246604,,SAMN24114631,SRS11326719,40320054.0,144994.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.755072593688965,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246603,,SAMN24114632,SRS11326721,40150468.0,144334.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.56067276000977,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246602,,SAMN24114633,SRS11326720,40730426.0,74783.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,25.618915557861328,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246601,,SAMN24114634,SRS11326722,40670278.0,146858.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.950289726257324,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246600,,SAMN24114635,SRS11326724,40930208.0,148322.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,25.09239101409912,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246599,,SAMN24114636,SRS11326725,40240542.0,144866.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.364166259765625,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246598,,SAMN24114637,SRS11326723,39980251.0,145256.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.57739543914795,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246597,,SAMN24114620,SRS11326726,40040036.0,144160.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.50905036926269,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246596,,SAMN24114638,SRS11326728,40390092.0,144896.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.60469341278076,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246595,,SAMN24114639,SRS11326727,40040017.0,143480.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.43618392944336,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246594,,SAMN24114640,SRS11326729,40270452.0,144074.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.502131462097168,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246593,,SAMN24114641,SRS11326730,40470048.0,145442.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.803577423095703,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246592,,SAMN24114621,SRS11326732,40650452.0,146496.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.596240997314453,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246591,,SAMN24114622,SRS11326731,40230312.0,144904.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.39588451385498,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246590,,SAMN24114623,SRS11326733,40280333.0,144376.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.448222160339355,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246589,,SAMN24114624,SRS11326734,40430222.0,146034.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.382363319396973,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246588,,SAMN24114625,SRS11326736,40800013.0,74096.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,25.290254592895508,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246587,,SAMN24114626,SRS11326735,40070112.0,143906.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.484033584594727,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246586,,SAMN24114627,SRS11326737,40140534.0,144664.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.31833267211914,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17393413,PRJNA755949,SAMN20846936,SRS10459727,6099320048.0,20196424.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2442.942102432251,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393412,PRJNA755949,SAMN20846936,SRS10459727,6057535932.0,20058066.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2441.705248832702,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393411,PRJNA755949,SAMN20846936,SRS10459727,6121892434.0,20271167.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2337.7632875442505,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393410,PRJNA755949,SAMN20846936,SRS10459727,5724119174.0,18954037.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2207.1417055130005,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
SRR17393408,PRJNA755949,SAMN20846936,SRS10459727,5929022852.0,19632526.0,2021-12-31 06:41:54,ILLUMINA,Illumina HiSeq 4000,RNA-Seq,TRANSCRIPTOMIC,Prochlorococcus,KAUST,KAUST,KAUST,Saudi Arabia,2248.1619663238525,NCBI,2021-12-31 06:41:54,2021,True,False,False,False,False
DRR203174,PRJDB8991,SAMD00199663,DRS215587,602032800.0,2006776.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Pelagibacteraceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,223.77332305908203,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203175,PRJDB8991,SAMD00199664,DRS215588,495650100.0,1652167.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,182.0092496871948,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203176,PRJDB8991,SAMD00199665,DRS215589,589634400.0,1965448.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,220.72650718688965,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203269,PRJDB8991,SAMD00199949,DRS215633,326887800.0,1089626.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,126.5898551940918,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203270,PRJDB8991,SAMD00199950,DRS215634,403702500.0,1345675.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,151.97331142425537,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203271,PRJDB8991,SAMD00199951,DRS215635,408834000.0,1362780.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Desulfobulbaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,158.97219371795654,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203272,PRJDB8991,SAMD00199952,DRS215636,370052100.0,1233507.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,142.90672779083252,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203273,PRJDB8991,SAMD00199953,DRS215637,405822900.0,1352743.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,152.54025840759277,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203274,PRJDB8991,SAMD00199954,DRS215638,370364100.0,1234547.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,143.551100730896,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203275,PRJDB8991,SAMD00199955,DRS215639,367093200.0,1223644.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Halieaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,146.14409732818604,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203276,PRJDB8991,SAMD00199956,DRS215640,341391900.0,1137973.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,133.2395076751709,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203277,PRJDB8991,SAMD00199957,DRS215641,415877400.0,1386258.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Nanobdellota archaeon,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,157.36340427398682,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203278,PRJDB8991,SAMD00199958,DRS215642,411991200.0,1373304.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,154.10983276367188,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203279,PRJDB8991,SAMD00199959,DRS215643,400734600.0,1335782.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,154.7909917831421,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203280,PRJDB8991,SAMD00199960,DRS215644,337011000.0,1123370.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Cellvibrionaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,135.0780324935913,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203281,PRJDB8991,SAMD00199961,DRS215645,470064900.0,1566883.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,175.31518650054932,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203282,PRJDB8991,SAMD00199962,DRS215646,312636600.0,1042122.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Helicobacteraceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,123.2139482498169,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203283,PRJDB8991,SAMD00199963,DRS215647,366888900.0,1222963.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,147.2211685180664,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203284,PRJDB8991,SAMD00199964,DRS215648,296572800.0,988576.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,119.12889671325684,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203285,PRJDB8991,SAMD00199965,DRS215649,304356600.0,1014522.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Gammaproteobacteria bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,120.16187858581544,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203286,PRJDB8991,SAMD00199966,DRS215650,245951100.0,819837.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,94.32682609558104,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203287,PRJDB8991,SAMD00199967,DRS215651,308732100.0,1029107.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Candidatus Uhrbacteria bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,124.32476615905762,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203288,PRJDB8991,SAMD00199968,DRS215652,338855700.0,1129519.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,130.96440601348877,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
